"comparison","bootstrap_mean","y","density_group"
"Air - Solvent",1.40790703224519,5,"Air"
"Air - Solvent",1.30425942802156,5,"Air"
"Air - Solvent",1.56981168644159,5,"Air"
"Air - Solvent",0.640204132263044,5,"Air"
"Air - Solvent",1.89300117154905,5,"Air"
"Air - Solvent",0.819704983320307,5,"Air"
"Air - Solvent",0.721420421953374,5,"Air"
"Air - Solvent",0.986741991627296,5,"Air"
"Air - Solvent",1.44412941358832,5,"Air"
"Air - Solvent",1.22235144886444,5,"Air"
"Air - Solvent",0.940692468414237,5,"Air"
"Air - Solvent",0.774961983665756,5,"Air"
"Air - Solvent",1.42240628823509,5,"Air"
"Air - Solvent",0.927857326055567,5,"Air"
"Air - Solvent",1.15915973208394,5,"Air"
"Air - Solvent",0.975148261542178,5,"Air"
"Air - Solvent",0.770424474489921,5,"Air"
"Air - Solvent",0.958469397466879,5,"Air"
"Air - Solvent",1.85283121233225,5,"Air"
"Air - Solvent",1.59556837351485,5,"Air"
"Air - Solvent",1.40268020030263,5,"Air"
"Air - Solvent",1.46906153286303,5,"Air"
"Air - Solvent",0.437908317029867,5,"Air"
"Air - Solvent",0.375765791020661,5,"Air"
"Air - Solvent",1.49695070344467,5,"Air"
"Air - Solvent",1.18345884088587,5,"Air"
"Air - Solvent",1.07003063879436,5,"Air"
"Air - Solvent",1.35922021308991,5,"Air"
"Air - Solvent",0.778235523095539,5,"Air"
"Air - Solvent",0.792959015848682,5,"Air"
"Air - Solvent",1.20519684445251,5,"Air"
"Air - Solvent",2.35442881217785,5,"Air"
"Air - Solvent",1.39959221197929,5,"Air"
"Air - Solvent",1.01361535047892,5,"Air"
"Air - Solvent",1.72813826414886,5,"Air"
"Air - Solvent",0.848502156313046,5,"Air"
"Air - Solvent",0.600588825480372,5,"Air"
"Air - Solvent",0.926034016250704,5,"Air"
"Air - Solvent",1.33632334897456,5,"Air"
"Air - Solvent",0.804020055956007,5,"Air"
"Air - Solvent",1.13544397497682,5,"Air"
"Air - Solvent",1.60137052336248,5,"Air"
"Air - Solvent",0.977883772488267,5,"Air"
"Air - Solvent",1.13206832842321,5,"Air"
"Air - Solvent",0.854153460198176,5,"Air"
"Air - Solvent",1.29697546213412,5,"Air"
"Air - Solvent",0.885486450258989,5,"Air"
"Air - Solvent",0.94628589993841,5,"Air"
"Air - Solvent",1.18832241476158,5,"Air"
"Air - Solvent",1.21727799833156,5,"Air"
"Air - Solvent",0.774721904319068,5,"Air"
"Air - Solvent",0.134345436600567,5,"Air"
"Air - Solvent",0.731087909879319,5,"Air"
"Air - Solvent",0.974156898319996,5,"Air"
"Air - Solvent",0.923820304584785,5,"Air"
"Air - Solvent",1.37591399473115,5,"Air"
"Air - Solvent",1.42213949208468,5,"Air"
"Air - Solvent",0.740158324895044,5,"Air"
"Air - Solvent",1.32780215245172,5,"Air"
"Air - Solvent",1.14525648483509,5,"Air"
"Air - Solvent",1.39071293346302,5,"Air"
"Air - Solvent",0.77698100105095,5,"Air"
"Air - Solvent",0.849027390464029,5,"Air"
"Air - Solvent",0.429808093335397,5,"Air"
"Air - Solvent",0.515503565596917,5,"Air"
"Air - Solvent",1.09330093988443,5,"Air"
"Air - Solvent",1.61409395457764,5,"Air"
"Air - Solvent",1.66266760920909,5,"Air"
"Air - Solvent",0.596036780436813,5,"Air"
"Air - Solvent",1.05630322853258,5,"Air"
"Air - Solvent",1.33378434986669,5,"Air"
"Air - Solvent",1.58454688588087,5,"Air"
"Air - Solvent",1.18572023149893,5,"Air"
"Air - Solvent",0.552977217259456,5,"Air"
"Air - Solvent",1.4238257438531,5,"Air"
"Air - Solvent",1.34943775720995,5,"Air"
"Air - Solvent",1.40360695175113,5,"Air"
"Air - Solvent",1.29265147047392,5,"Air"
"Air - Solvent",1.40695673596001,5,"Air"
"Air - Solvent",0.814817359658528,5,"Air"
"Air - Solvent",1.13015222400416,5,"Air"
"Air - Solvent",0.769896758890698,5,"Air"
"Air - Solvent",0.787785937369511,5,"Air"
"Air - Solvent",1.18146498205994,5,"Air"
"Air - Solvent",0.777758960394903,5,"Air"
"Air - Solvent",1.67956364983526,5,"Air"
"Air - Solvent",0.85338171544768,5,"Air"
"Air - Solvent",1.39689748382348,5,"Air"
"Air - Solvent",1.18221771577943,5,"Air"
"Air - Solvent",1.49648001228078,5,"Air"
"Air - Solvent",1.47113903437701,5,"Air"
"Air - Solvent",0.635453512791797,5,"Air"
"Air - Solvent",0.648453881455728,5,"Air"
"Air - Solvent",1.2118290616703,5,"Air"
"Air - Solvent",1.09496228951683,5,"Air"
"Air - Solvent",1.0122700617761,5,"Air"
"Air - Solvent",0.988101159077351,5,"Air"
"Air - Solvent",1.4584357028419,5,"Air"
"Air - Solvent",0.922011389881548,5,"Air"
"Air - Solvent",1.12910176127313,5,"Air"
"Air - Solvent",0.817322320904944,5,"Air"
"Air - Solvent",1.24696750500932,5,"Air"
"Air - Solvent",1.23828174416152,5,"Air"
"Air - Solvent",1.22358643459459,5,"Air"
"Air - Solvent",0.908104788031603,5,"Air"
"Air - Solvent",0.414243552979004,5,"Air"
"Air - Solvent",0.291051971121103,5,"Air"
"Air - Solvent",1.63550594146593,5,"Air"
"Air - Solvent",1.66892423561673,5,"Air"
"Air - Solvent",0.922837058514783,5,"Air"
"Air - Solvent",0.850861286826139,5,"Air"
"Air - Solvent",1.01274147600017,5,"Air"
"Air - Solvent",0.426324492249238,5,"Air"
"Air - Solvent",1.33547144276763,5,"Air"
"Air - Solvent",1.70650813137659,5,"Air"
"Air - Solvent",1.55735080576409,5,"Air"
"Air - Solvent",0.7993846954661,5,"Air"
"Air - Solvent",0.8423432151203,5,"Air"
"Air - Solvent",0.442640192051736,5,"Air"
"Air - Solvent",1.00287998005922,5,"Air"
"Air - Solvent",1.1240808992507,5,"Air"
"Air - Solvent",0.914277491482236,5,"Air"
"Air - Solvent",1.42715672027612,5,"Air"
"Air - Solvent",1.50299145082316,5,"Air"
"Air - Solvent",0.982019521492112,5,"Air"
"Air - Solvent",0.853555542552866,5,"Air"
"Air - Solvent",1.28270072476989,5,"Air"
"Air - Solvent",1.41641029289246,5,"Air"
"Air - Solvent",0.343601225270918,5,"Air"
"Air - Solvent",1.53904069865924,5,"Air"
"Air - Solvent",0.602577994371469,5,"Air"
"Air - Solvent",0.695110525898271,5,"Air"
"Air - Solvent",1.4095290228863,5,"Air"
"Air - Solvent",0.776862044056869,5,"Air"
"Air - Solvent",0.712347731738031,5,"Air"
"Air - Solvent",0.678505115142172,5,"Air"
"Air - Solvent",1.01286178985544,5,"Air"
"Air - Solvent",1.95692011888546,5,"Air"
"Air - Solvent",1.29930751376994,5,"Air"
"Air - Solvent",1.02069576791442,5,"Air"
"Air - Solvent",0.73838983258723,5,"Air"
"Air - Solvent",1.14000995164549,5,"Air"
"Air - Solvent",2.08295118723082,5,"Air"
"Air - Solvent",0.848375074177511,5,"Air"
"Air - Solvent",0.827320424503964,5,"Air"
"Air - Solvent",1.05311068405059,5,"Air"
"Air - Solvent",0.729715150904785,5,"Air"
"Air - Solvent",1.06540495535306,5,"Air"
"Air - Solvent",0.908976811190095,5,"Air"
"Air - Solvent",1.13514653112024,5,"Air"
"Air - Solvent",0.79263168277228,5,"Air"
"Air - Solvent",1.44740083955279,5,"Air"
"Air - Solvent",0.62761452002155,5,"Air"
"Air - Solvent",1.17301340614671,5,"Air"
"Air - Solvent",0.906424576064718,5,"Air"
"Air - Solvent",0.173857923441972,5,"Air"
"Air - Solvent",1.2522825957924,5,"Air"
"Air - Solvent",0.734291151457901,5,"Air"
"Air - Solvent",0.618980369373008,5,"Air"
"Air - Solvent",1.03029372139059,5,"Air"
"Air - Solvent",1.23794219667373,5,"Air"
"Air - Solvent",1.50765906768979,5,"Air"
"Air - Solvent",1.09191345280946,5,"Air"
"Air - Solvent",1.31318584116205,5,"Air"
"Air - Solvent",0.923886529749164,5,"Air"
"Air - Solvent",0.866502502774202,5,"Air"
"Air - Solvent",1.38742458001723,5,"Air"
"Air - Solvent",1.12852416141522,5,"Air"
"Air - Solvent",1.09314052466601,5,"Air"
"Air - Solvent",0.747846070130336,5,"Air"
"Air - Solvent",1.41173779046328,5,"Air"
"Air - Solvent",1.20860904285761,5,"Air"
"Air - Solvent",1.53862510615342,5,"Air"
"Air - Solvent",1.4853509408113,5,"Air"
"Air - Solvent",0.688729632007516,5,"Air"
"Air - Solvent",0.446012082044597,5,"Air"
"Air - Solvent",1.40688412968537,5,"Air"
"Air - Solvent",0.871313792297031,5,"Air"
"Air - Solvent",0.988994867473291,5,"Air"
"Air - Solvent",1.56141577682231,5,"Air"
"Air - Solvent",1.2410934885236,5,"Air"
"Air - Solvent",0.304833596554413,5,"Air"
"Air - Solvent",1.06148428843745,5,"Air"
"Air - Solvent",0.676238379437335,5,"Air"
"Air - Solvent",1.45650773823456,5,"Air"
"Air - Solvent",0.801675573630529,5,"Air"
"Air - Solvent",0.91511334570673,5,"Air"
"Air - Solvent",1.70585573284779,5,"Air"
"Air - Solvent",0.827930368508783,5,"Air"
"Air - Solvent",0.259890169371302,5,"Air"
"Air - Solvent",1.00759456707048,5,"Air"
"Air - Solvent",1.15695675148318,5,"Air"
"Air - Solvent",0.727457299743167,5,"Air"
"Air - Solvent",0.649653980808551,5,"Air"
"Air - Solvent",1.39520501220762,5,"Air"
"Air - Solvent",1.17811173330193,5,"Air"
"Air - Solvent",1.24124829421046,5,"Air"
"Air - Solvent",1.58042250157167,5,"Air"
"Air - Solvent",1.06586726590302,5,"Air"
"Air - Solvent",1.00340519594892,5,"Air"
"Air - Solvent",1.16676242264678,5,"Air"
"Air - Solvent",1.04147119257272,5,"Air"
"Air - Solvent",1.48428141074687,5,"Air"
"Air - Solvent",0.891028631429708,5,"Air"
"Air - Solvent",1.44766427522414,5,"Air"
"Air - Solvent",1.20827826631461,5,"Air"
"Air - Solvent",1.76604246123613,5,"Air"
"Air - Solvent",1.18926692492661,5,"Air"
"Air - Solvent",1.1901762377064,5,"Air"
"Air - Solvent",0.66143449409784,5,"Air"
"Air - Solvent",0.889526409443043,5,"Air"
"Air - Solvent",1.09160186185125,5,"Air"
"Air - Solvent",1.20876896929857,5,"Air"
"Air - Solvent",1.6333098369844,5,"Air"
"Air - Solvent",0.951767316312877,5,"Air"
"Air - Solvent",1.1064225556071,5,"Air"
"Air - Solvent",1.11422912409578,5,"Air"
"Air - Solvent",1.29022356187707,5,"Air"
"Air - Solvent",1.36782243978673,5,"Air"
"Air - Solvent",1.42007518331133,5,"Air"
"Air - Solvent",1.34111528555511,5,"Air"
"Air - Solvent",1.21438057027312,5,"Air"
"Air - Solvent",1.27450272616591,5,"Air"
"Air - Solvent",1.33019794958482,5,"Air"
"Air - Solvent",1.7158920270652,5,"Air"
"Air - Solvent",1.02171721238343,5,"Air"
"Air - Solvent",1.45405881681698,5,"Air"
"Air - Solvent",1.42332261538913,5,"Air"
"Air - Solvent",1.28629641779727,5,"Air"
"Air - Solvent",1.1743743413342,5,"Air"
"Air - Solvent",1.15107650103731,5,"Air"
"Air - Solvent",0.935481175824784,5,"Air"
"Air - Solvent",0.869045568264132,5,"Air"
"Air - Solvent",0.709795581109151,5,"Air"
"Air - Solvent",0.548176754208005,5,"Air"
"Air - Solvent",1.3772727084152,5,"Air"
"Air - Solvent",1.3965153351407,5,"Air"
"Air - Solvent",1.22519727584123,5,"Air"
"Air - Solvent",1.35843348749581,5,"Air"
"Air - Solvent",1.3263811511158,5,"Air"
"Air - Solvent",1.06921066255094,5,"Air"
"Air - Solvent",1.36668389561751,5,"Air"
"Air - Solvent",0.108585021221458,5,"Air"
"Air - Solvent",0.934440620101105,5,"Air"
"Air - Solvent",1.46139433317396,5,"Air"
"Air - Solvent",1.1653761765806,5,"Air"
"Air - Solvent",0.833945484546392,5,"Air"
"Air - Solvent",0.489924480486996,5,"Air"
"Air - Solvent",0.783628794037495,5,"Air"
"Air - Solvent",1.49868953922076,5,"Air"
"Air - Solvent",1.1943844722938,5,"Air"
"Air - Solvent",0.725748756566921,5,"Air"
"Air - Solvent",0.825949172465865,5,"Air"
"Air - Solvent",0.760614465840682,5,"Air"
"Air - Solvent",0.664845833233253,5,"Air"
"Air - Solvent",0.892258872833063,5,"Air"
"Air - Solvent",1.02981857054315,5,"Air"
"Air - Solvent",1.47989024345827,5,"Air"
"Air - Solvent",-0.084435797515222,5,"Air"
"Air - Solvent",1.35855464495349,5,"Air"
"Air - Solvent",1.07289888114879,5,"Air"
"Air - Solvent",0.469475455304118,5,"Air"
"Air - Solvent",1.03108743701929,5,"Air"
"Air - Solvent",0.589606083437735,5,"Air"
"Air - Solvent",1.06730312527334,5,"Air"
"Air - Solvent",0.918051107374433,5,"Air"
"Air - Solvent",1.17123538324036,5,"Air"
"Air - Solvent",0.692439306546504,5,"Air"
"Air - Solvent",0.934647249449603,5,"Air"
"Air - Solvent",1.52579750336197,5,"Air"
"Air - Solvent",1.4885739984942,5,"Air"
"Air - Solvent",0.908264970152519,5,"Air"
"Air - Solvent",1.13857728267893,5,"Air"
"Air - Solvent",1.13416317093744,5,"Air"
"Air - Solvent",0.831901143824995,5,"Air"
"Air - Solvent",1.15276143604602,5,"Air"
"Air - Solvent",1.14012647600889,5,"Air"
"Air - Solvent",1.48592395041668,5,"Air"
"Air - Solvent",1.04663375053393,5,"Air"
"Air - Solvent",1.3295859519091,5,"Air"
"Air - Solvent",0.946337683100261,5,"Air"
"Air - Solvent",0.926385776329374,5,"Air"
"Air - Solvent",0.948316196235252,5,"Air"
"Air - Solvent",1.2077315996401,5,"Air"
"Air - Solvent",1.12016725215377,5,"Air"
"Air - Solvent",1.02505541116484,5,"Air"
"Air - Solvent",0.75139566395867,5,"Air"
"Air - Solvent",1.10383315331782,5,"Air"
"Air - Solvent",1.18971496965791,5,"Air"
"Air - Solvent",0.377857196056139,5,"Air"
"Air - Solvent",1.39935275454525,5,"Air"
"Air - Solvent",0.807704993539678,5,"Air"
"Air - Solvent",1.14646298709749,5,"Air"
"Air - Solvent",1.38442950394816,5,"Air"
"Air - Solvent",0.905648215127125,5,"Air"
"Air - Solvent",1.24042124726961,5,"Air"
"Air - Solvent",0.941327315025461,5,"Air"
"Air - Solvent",1.42136937155952,5,"Air"
"Air - Solvent",1.2805931063518,5,"Air"
"Air - Solvent",0.840532911932873,5,"Air"
"Air - Solvent",0.848608194998941,5,"Air"
"Air - Solvent",1.52363650113651,5,"Air"
"Air - Solvent",0.77772476092976,5,"Air"
"Air - Solvent",1.23676156804808,5,"Air"
"Air - Solvent",0.555041724006286,5,"Air"
"Air - Solvent",0.306213534124177,5,"Air"
"Air - Solvent",1.14130712765062,5,"Air"
"Air - Solvent",0.738799879110005,5,"Air"
"Air - Solvent",0.661831748304806,5,"Air"
"Air - Solvent",1.14189184400613,5,"Air"
"Air - Solvent",0.778525730830974,5,"Air"
"Air - Solvent",1.17712347222944,5,"Air"
"Air - Solvent",1.33665334697328,5,"Air"
"Air - Solvent",1.01855258208967,5,"Air"
"Air - Solvent",0.111588264534117,5,"Air"
"Air - Solvent",1.79311457686481,5,"Air"
"Air - Solvent",1.1657674341835,5,"Air"
"Air - Solvent",1.23754512514379,5,"Air"
"Air - Solvent",0.602763830152762,5,"Air"
"Air - Solvent",0.987659657716619,5,"Air"
"Air - Solvent",1.08216714160518,5,"Air"
"Air - Solvent",1.61254747807719,5,"Air"
"Air - Solvent",0.516075323199659,5,"Air"
"Air - Solvent",1.17783869024329,5,"Air"
"Air - Solvent",0.888948429041814,5,"Air"
"Air - Solvent",1.51526120881529,5,"Air"
"Air - Solvent",0.964342039374836,5,"Air"
"Air - Solvent",0.883939451965026,5,"Air"
"Air - Solvent",1.1338260556579,5,"Air"
"Air - Solvent",1.16176657050365,5,"Air"
"Air - Solvent",0.878983885501108,5,"Air"
"Air - Solvent",1.36192947591005,5,"Air"
"Air - Solvent",1.582357347418,5,"Air"
"Air - Solvent",1.35766549125917,5,"Air"
"Air - Solvent",0.622271932733194,5,"Air"
"Air - Solvent",0.69273855897984,5,"Air"
"Air - Solvent",1.19330929163066,5,"Air"
"Air - Solvent",1.74704289379517,5,"Air"
"Air - Solvent",0.63176883189802,5,"Air"
"Air - Solvent",0.68021052898446,5,"Air"
"Air - Solvent",0.787270123350359,5,"Air"
"Air - Solvent",0.592046611598283,5,"Air"
"Air - Solvent",0.973998826287179,5,"Air"
"Air - Solvent",0.830432453940602,5,"Air"
"Air - Solvent",1.12697757237119,5,"Air"
"Air - Solvent",0.583446176144691,5,"Air"
"Air - Solvent",1.33533213492962,5,"Air"
"Air - Solvent",0.753652888932689,5,"Air"
"Air - Solvent",0.950570697303061,5,"Air"
"Air - Solvent",0.680953565072218,5,"Air"
"Air - Solvent",1.25985350674601,5,"Air"
"Air - Solvent",1.27249563545545,5,"Air"
"Air - Solvent",1.41235829455577,5,"Air"
"Air - Solvent",0.726254387774908,5,"Air"
"Air - Solvent",0.891275291613604,5,"Air"
"Air - Solvent",1.28563511994438,5,"Air"
"Air - Solvent",1.5721354015737,5,"Air"
"Air - Solvent",1.52970501773663,5,"Air"
"Air - Solvent",0.590525673739273,5,"Air"
"Air - Solvent",1.45502408740434,5,"Air"
"Air - Solvent",1.13672990526882,5,"Air"
"Air - Solvent",1.2910694075486,5,"Air"
"Air - Solvent",1.33721321936063,5,"Air"
"Air - Solvent",0.750256002892098,5,"Air"
"Air - Solvent",1.14257814832232,5,"Air"
"Air - Solvent",0.704943499520434,5,"Air"
"Air - Solvent",1.1163793839184,5,"Air"
"Air - Solvent",1.61792169398755,5,"Air"
"Air - Solvent",0.626464941426649,5,"Air"
"Air - Solvent",0.782740954464981,5,"Air"
"Air - Solvent",1.01489868017447,5,"Air"
"Air - Solvent",0.722424484742939,5,"Air"
"Air - Solvent",1.29539349548539,5,"Air"
"Air - Solvent",1.17354459171362,5,"Air"
"Air - Solvent",1.28896003816692,5,"Air"
"Air - Solvent",1.85361341004573,5,"Air"
"Air - Solvent",0.415459071044537,5,"Air"
"Air - Solvent",0.844013629521913,5,"Air"
"Air - Solvent",1.19134731643443,5,"Air"
"Air - Solvent",0.435916562538037,5,"Air"
"Air - Solvent",1.244056393195,5,"Air"
"Air - Solvent",1.20862112317036,5,"Air"
"Air - Solvent",1.49131624795733,5,"Air"
"Air - Solvent",1.48891246756834,5,"Air"
"Air - Solvent",0.61872045595187,5,"Air"
"Air - Solvent",1.2774698896574,5,"Air"
"Air - Solvent",1.48815216779145,5,"Air"
"Air - Solvent",1.52023053033589,5,"Air"
"Air - Solvent",1.23630709641307,5,"Air"
"Air - Solvent",0.870167071628807,5,"Air"
"Air - Solvent",1.73246544948916,5,"Air"
"Air - Solvent",0.896336555205767,5,"Air"
"Air - Solvent",1.08415721637766,5,"Air"
"Air - Solvent",0.735277585594965,5,"Air"
"Air - Solvent",0.879648166228704,5,"Air"
"Air - Solvent",1.6880162551591,5,"Air"
"Air - Solvent",1.13776720908539,5,"Air"
"Air - Solvent",1.14233636876779,5,"Air"
"Air - Solvent",1.5248401014424,5,"Air"
"Air - Solvent",0.741091223498494,5,"Air"
"Air - Solvent",0.959627368156018,5,"Air"
"Air - Solvent",1.37466560663452,5,"Air"
"Air - Solvent",1.70427084232004,5,"Air"
"Air - Solvent",1.05487534170822,5,"Air"
"Air - Solvent",1.13881940864061,5,"Air"
"Air - Solvent",1.20726412242257,5,"Air"
"Air - Solvent",0.81998516909733,5,"Air"
"Air - Solvent",1.1986065760853,5,"Air"
"Air - Solvent",1.43038759292245,5,"Air"
"Air - Solvent",1.20367426154156,5,"Air"
"Air - Solvent",1.71613168954584,5,"Air"
"Air - Solvent",1.23270739213476,5,"Air"
"Air - Solvent",0.730304259157791,5,"Air"
"Air - Solvent",0.897089426804085,5,"Air"
"Air - Solvent",0.343837735447634,5,"Air"
"Air - Solvent",1.06198065627584,5,"Air"
"Air - Solvent",1.3566930075737,5,"Air"
"Air - Solvent",1.63826009635944,5,"Air"
"Air - Solvent",1.24062074766733,5,"Air"
"Air - Solvent",1.10326578835373,5,"Air"
"Air - Solvent",1.40234555105503,5,"Air"
"Air - Solvent",1.00957413401882,5,"Air"
"Air - Solvent",0.913602075989426,5,"Air"
"Air - Solvent",1.34414498766118,5,"Air"
"Air - Solvent",1.32090593512322,5,"Air"
"Air - Solvent",0.319326309945754,5,"Air"
"Air - Solvent",0.841363444892366,5,"Air"
"Air - Solvent",0.913882242671474,5,"Air"
"Air - Solvent",1.6138652727467,5,"Air"
"Air - Solvent",1.2222817169825,5,"Air"
"Air - Solvent",0.599354289099532,5,"Air"
"Air - Solvent",0.838380580196022,5,"Air"
"Air - Solvent",0.257579634498589,5,"Air"
"Air - Solvent",1.08677021174765,5,"Air"
"Air - Solvent",1.646617465792,5,"Air"
"Air - Solvent",0.776461664299642,5,"Air"
"Air - Solvent",1.48238036375294,5,"Air"
"Air - Solvent",1.05334666132148,5,"Air"
"Air - Solvent",1.56573151004549,5,"Air"
"Air - Solvent",0.758573600001973,5,"Air"
"Air - Solvent",1.06179766032344,5,"Air"
"Air - Solvent",1.3108847738247,5,"Air"
"Air - Solvent",1.65781579884851,5,"Air"
"Air - Solvent",0.85015639103834,5,"Air"
"Air - Solvent",1.23068217578193,5,"Air"
"Air - Solvent",0.898301456487805,5,"Air"
"Air - Solvent",1.40169848560902,5,"Air"
"Air - Solvent",0.895290593756697,5,"Air"
"Air - Solvent",1.15409451048026,5,"Air"
"Air - Solvent",1.02317754551662,5,"Air"
"Air - Solvent",0.717437985266223,5,"Air"
"Air - Solvent",1.31024513364808,5,"Air"
"Air - Solvent",0.39516342161309,5,"Air"
"Air - Solvent",1.16360801821121,5,"Air"
"Air - Solvent",0.163830594741046,5,"Air"
"Air - Solvent",1.24620491028165,5,"Air"
"Air - Solvent",1.05873404226156,5,"Air"
"Air - Solvent",1.2488276507845,5,"Air"
"Air - Solvent",1.53122842299225,5,"Air"
"Air - Solvent",0.841907825384898,5,"Air"
"Air - Solvent",1.65084163174423,5,"Air"
"Air - Solvent",1.24752667586934,5,"Air"
"Air - Solvent",1.41538475218242,5,"Air"
"Air - Solvent",1.14342129961091,5,"Air"
"Air - Solvent",1.02461094165557,5,"Air"
"Air - Solvent",1.46975671211061,5,"Air"
"Air - Solvent",1.01801383629194,5,"Air"
"Air - Solvent",1.46581468148828,5,"Air"
"Air - Solvent",1.30009679027626,5,"Air"
"Air - Solvent",1.02463717868891,5,"Air"
"Air - Solvent",1.2866938086836,5,"Air"
"Air - Solvent",0.814404042957363,5,"Air"
"Air - Solvent",0.631721655605531,5,"Air"
"Air - Solvent",0.642078664154749,5,"Air"
"Air - Solvent",0.729319167844326,5,"Air"
"Air - Solvent",0.940998343683501,5,"Air"
"Air - Solvent",1.62108341403482,5,"Air"
"Air - Solvent",1.42599122773324,5,"Air"
"Air - Solvent",1.3242237032367,5,"Air"
"Air - Solvent",1.31765675661461,5,"Air"
"Air - Solvent",1.23810300562256,5,"Air"
"Air - Solvent",1.00304194255059,5,"Air"
"Air - Solvent",0.595372220738152,5,"Air"
"Air - Solvent",0.472307951221417,5,"Air"
"Air - Solvent",0.196986972613067,5,"Air"
"Air - Solvent",1.09947225822519,5,"Air"
"Air - Solvent",0.83151738154039,5,"Air"
"Air - Solvent",0.315914362279734,5,"Air"
"Air - Solvent",1.25033812443702,5,"Air"
"Air - Solvent",1.36342789549234,5,"Air"
"Air - Solvent",0.638963560211272,5,"Air"
"Air - Solvent",1.12598869359994,5,"Air"
"Air - Solvent",0.201827677618571,5,"Air"
"Air - Solvent",1.27353796235067,5,"Air"
"Air - Solvent",1.85156558019343,5,"Air"
"Air - Solvent",0.506792028129793,5,"Air"
"Air - Solvent",1.87555290316883,5,"Air"
"Air - Solvent",1.37884779294138,5,"Air"
"Air - Solvent",1.34083648192722,5,"Air"
"Air - Solvent",1.06426063934279,5,"Air"
"Air - Solvent",1.24323411755424,5,"Air"
"Air - Solvent",1.00007206915962,5,"Air"
"Air - Solvent",0.686420039273577,5,"Air"
"Air - Solvent",0.937923861137395,5,"Air"
"Air - Solvent",0.134601029981289,5,"Air"
"Air - Solvent",1.16386325255818,5,"Air"
"Air - Solvent",1.42830227869993,5,"Air"
"Air - Solvent",1.04293863132188,5,"Air"
"Air - Solvent",0.876388396311973,5,"Air"
"Air - Solvent",0.917502402902711,5,"Air"
"Air - Solvent",0.736690108262129,5,"Air"
"Air - Solvent",1.28640634467656,5,"Air"
"Air - Solvent",1.44944165521963,5,"Air"
"Air - Solvent",1.72833510298914,5,"Air"
"Air - Solvent",1.49617322922937,5,"Air"
"Air - Solvent",0.940191850427695,5,"Air"
"Air - Solvent",1.88853464910373,5,"Air"
"Air - Solvent",1.03124248691654,5,"Air"
"Air - Solvent",1.58296627596905,5,"Air"
"Air - Solvent",1.15800061728839,5,"Air"
"Air - Solvent",0.874398477604702,5,"Air"
"Air - Solvent",0.84054531061368,5,"Air"
"Air - Solvent",1.55930082427393,5,"Air"
"Air - Solvent",1.49747435294431,5,"Air"
"Air - Solvent",1.29187507112882,5,"Air"
"Air - Solvent",1.32265328758564,5,"Air"
"Air - Solvent",1.11506980786412,5,"Air"
"Air - Solvent",0.593434118956437,5,"Air"
"Air - Solvent",0.987081136784232,5,"Air"
"Air - Solvent",0.945826544086228,5,"Air"
"Air - Solvent",1.30285072318498,5,"Air"
"Air - Solvent",0.637465484880928,5,"Air"
"Air - Solvent",1.15144996272182,5,"Air"
"Air - Solvent",1.5517940252719,5,"Air"
"Air - Solvent",1.39239741376929,5,"Air"
"Air - Solvent",1.11641286036094,5,"Air"
"Air - Solvent",1.02735250555138,5,"Air"
"Air - Solvent",1.36692820336916,5,"Air"
"Air - Solvent",0.811080098244329,5,"Air"
"Air - Solvent",1.69946278175193,5,"Air"
"Air - Solvent",0.799801445191003,5,"Air"
"Air - Solvent",1.28290822735692,5,"Air"
"Air - Solvent",1.30247403439828,5,"Air"
"Air - Solvent",1.13817497578055,5,"Air"
"Air - Solvent",0.936828949161185,5,"Air"
"Air - Solvent",1.26792747446646,5,"Air"
"Air - Solvent",1.19719055353096,5,"Air"
"Air - Solvent",0.966518734656696,5,"Air"
"Air - Solvent",1.75385105028738,5,"Air"
"Air - Solvent",1.82180722623413,5,"Air"
"Air - Solvent",1.00041881425457,5,"Air"
"Air - Solvent",0.619057803586662,5,"Air"
"Air - Solvent",0.932816126017182,5,"Air"
"Air - Solvent",0.956287951355145,5,"Air"
"Air - Solvent",0.605980577015895,5,"Air"
"Air - Solvent",0.722355551505905,5,"Air"
"Air - Solvent",1.60921794499453,5,"Air"
"Air - Solvent",1.25797608892283,5,"Air"
"Air - Solvent",1.08970404820467,5,"Air"
"Air - Solvent",0.991485406673371,5,"Air"
"Air - Solvent",0.869273507278643,5,"Air"
"Air - Solvent",1.43622637804015,5,"Air"
"Air - Solvent",0.835863348996261,5,"Air"
"Air - Solvent",0.916736480026597,5,"Air"
"Air - Solvent",1.24037721500692,5,"Air"
"Air - Solvent",1.39916592692079,5,"Air"
"Air - Solvent",1.2314201577544,5,"Air"
"Air - Solvent",1.02946600525261,5,"Air"
"Air - Solvent",1.1074185020472,5,"Air"
"Air - Solvent",1.26387822009764,5,"Air"
"Air - Solvent",1.10192631614825,5,"Air"
"Air - Solvent",1.47974983838613,5,"Air"
"Air - Solvent",0.880455682085188,5,"Air"
"Air - Solvent",0.904612369288037,5,"Air"
"Air - Solvent",1.11590321213903,5,"Air"
"Air - Solvent",0.767759513897205,5,"Air"
"Air - Solvent",1.61540739250344,5,"Air"
"Air - Solvent",0.956063714289785,5,"Air"
"Air - Solvent",0.702684677868341,5,"Air"
"Air - Solvent",0.943326858357124,5,"Air"
"Air - Solvent",1.27171595640263,5,"Air"
"Air - Solvent",1.05398751773608,5,"Air"
