"subject","group","AUC","comparison","row_y"
10,"IPM",26.3417668524395,"IPM - Air",1
11,"Air",1.2656747255803,"IPM - Air",2
11,"IPM",21.0839497755614,"IPM - Air",1
12,"Air",2.83967053199866,"IPM - Air",2
12,"IPM",7.16452619903936,"IPM - Air",1
13,"Air",6.1082452648101,"IPM - Air",2
13,"IPM",24.0929706412251,"IPM - Air",1
14,"Air",-0.561065773149608,"IPM - Air",2
14,"IPM",17.0426101366733,"IPM - Air",1
15,"Air",9.6541143458458,"IPM - Air",2
15,"IPM",27.0366440875851,"IPM - Air",1
16,"Air",8.40458184053146,"IPM - Air",2
16,"IPM",35.6283901868981,"IPM - Air",1
17,"Air",4.3773612522072,"IPM - Air",2
17,"IPM",16.6336348150134,"IPM - Air",1
18,"Air",3.83238668578383,"IPM - Air",2
18,"IPM",24.9267142702349,"IPM - Air",1
19,"Air",7.43949685786552,"IPM - Air",2
19,"IPM",39.4169429440406,"IPM - Air",1
20,"Air",-1.5345232672685,"IPM - Air",2
20,"IPM",36.699427532726,"IPM - Air",1
21,"Air",5.30571893549577,"IPM - Air",2
21,"IPM",30.3694452939948,"IPM - Air",1
22,"Air",-6.8773342839864,"IPM - Air",2
22,"IPM",26.776667408595,"IPM - Air",1
23,"Air",2.36096114464546,"IPM - Air",2
23,"IPM",19.2875144507078,"IPM - Air",1
24,"Air",-4.50007931321596,"IPM - Air",2
24,"IPM",2.23291425197104,"IPM - Air",1
25,"Air",1.32794111266871,"IPM - Air",2
25,"IPM",24.4336792008368,"IPM - Air",1
26,"Air",-7.92760469131941,"IPM - Air",2
26,"IPM",17.4774175381171,"IPM - Air",1
27,"Air",5.94675051154281,"IPM - Air",2
27,"IPM",14.9807268787019,"IPM - Air",1
28,"Air",11.2183593045991,"IPM - Air",2
28,"IPM",36.2184313992549,"IPM - Air",1
29,"Air",-4.68635312880603,"IPM - Air",2
29,"IPM",-2.62754684393754,"IPM - Air",1
30,"Air",3.32544582472964,"IPM - Air",2
30,"IPM",19.0860402656178,"IPM - Air",1
31,"Air",14.4675353927228,"IPM - Air",2
31,"IPM",35.7647799185946,"IPM - Air",1
32,"Air",6.39082531297379,"IPM - Air",2
32,"IPM",14.0063841461162,"IPM - Air",1
33,"Air",10.3257598102942,"IPM - Air",2
33,"IPM",36.2845211778325,"IPM - Air",1
34,"Air",-5.63730435702553,"IPM - Air",2
34,"IPM",-1.33694679975628,"IPM - Air",1
35,"Air",3.05163417466516,"IPM - Air",2
35,"IPM",13.8356507122556,"IPM - Air",1
36,"Air",2.8004425229019,"IPM - Air",2
36,"IPM",21.5014296527827,"IPM - Air",1
37,"Air",10.4677942171788,"IPM - Air",2
37,"IPM",41.5337442166452,"IPM - Air",1
38,"Air",-2.71617081526085,"IPM - Air",2
38,"IPM",16.4110421317706,"IPM - Air",1
39,"Air",2.25218530747578,"IPM - Air",2
39,"IPM",18.4204289771203,"IPM - Air",1
40,"Air",-0.587954789777907,"IPM - Air",2
40,"IPM",24.375282933084,"IPM - Air",1
41,"Air",10.5836568525183,"IPM - Air",2
41,"IPM",40.0551011212834,"IPM - Air",1
42,"Air",9.31541394922339,"IPM - Air",2
42,"IPM",33.2549599945643,"IPM - Air",1
43,"Air",4.62873451933292,"IPM - Air",2
43,"IPM",12.6970209755078,"IPM - Air",1
44,"Air",-0.428848907335654,"IPM - Air",2
44,"IPM",10.9111717942463,"IPM - Air",1
45,"Air",-1.89048612373452,"IPM - Air",2
45,"IPM",20.9999788133933,"IPM - Air",1
46,"Air",8.13092877049376,"IPM - Air",2
46,"IPM",23.3990482874229,"IPM - Air",1
47,"Air",2.7377690697125,"IPM - Air",2
47,"IPM",25.6067577474155,"IPM - Air",1
48,"Air",14.6646578601733,"IPM - Air",2
48,"IPM",48.477131055027,"IPM - Air",1
49,"Air",2.54107913123366,"IPM - Air",2
49,"IPM",27.9871766424253,"IPM - Air",1
50,"Air",1.7095859636572,"IPM - Air",2
50,"IPM",17.2344916097062,"IPM - Air",1
51,"Air",-10.4932220889163,"IPM - Air",2
51,"IPM",-3.43184589444685,"IPM - Air",1
52,"Air",2.81856556797638,"IPM - Air",2
52,"IPM",14.474025537946,"IPM - Air",1
53,"Air",10.9028824680499,"IPM - Air",2
53,"IPM",13.0197852840619,"IPM - Air",1
54,"Air",-4.76372838660138,"IPM - Air",2
54,"IPM",1.40138897003772,"IPM - Air",1
55,"Air",0.711538377954095,"IPM - Air",2
55,"IPM",14.0576621404418,"IPM - Air",1
56,"Air",-9.13980708984191,"IPM - Air",2
56,"IPM",-3.95181860152901,"IPM - Air",1
57,"Air",-0.859933145133679,"IPM - Air",2
57,"IPM",15.556641190667,"IPM - Air",1
58,"Air",-8.647649714765,"IPM - Air",2
58,"IPM",6.5684246422008,"IPM - Air",1
59,"Air",-4.60489043082917,"IPM - Air",2
59,"IPM",10.5316784203669,"IPM - Air",1
60,"Air",4.56059101914123,"IPM - Air",2
60,"IPM",31.93004372828,"IPM - Air",1
61,"Air",5.97605112612743,"IPM - Air",2
61,"IPM",9.90553731376902,"IPM - Air",1
62,"Air",11.5322987541311,"IPM - Air",2
62,"IPM",22.9857452868733,"IPM - Air",1
63,"Air",6.70700943889348,"IPM - Air",2
63,"IPM",22.1826456514197,"IPM - Air",1
64,"Air",-2.52629359103551,"IPM - Air",2
64,"IPM",-4.94256241597414,"IPM - Air",1
65,"Air",-0.644223127645865,"IPM - Air",2
65,"IPM",-2.35408169493227,"IPM - Air",1
66,"Air",4.2974056683621,"IPM - Air",2
66,"IPM",15.0150980743719,"IPM - Air",1
67,"Air",-3.16030144003912,"IPM - Air",2
67,"IPM",17.020079321368,"IPM - Air",1
68,"Air",4.86340843723649,"IPM - Air",2
68,"IPM",21.837215333152,"IPM - Air",1
69,"Air",1.22515844734559,"IPM - Air",2
69,"IPM",19.5656952570238,"IPM - Air",1
70,"Air",4.71440168353786,"IPM - Air",2
70,"IPM",38.770835055642,"IPM - Air",1
71,"Air",9.99355579604614,"IPM - Air",2
71,"IPM",27.0038715874331,"IPM - Air",1
72,"Air",-8.12401984729541,"IPM - Air",2
72,"IPM",-3.1646148755037,"IPM - Air",1
73,"Air",-0.16037016375843,"IPM - Air",2
73,"IPM",12.0070708245385,"IPM - Air",1
74,"Air",3.68302389242965,"IPM - Air",2
74,"IPM",27.9413700103808,"IPM - Air",1
75,"Air",-2.05572443164133,"IPM - Air",2
75,"IPM",2.38071555274883,"IPM - Air",1
76,"Air",4.23039110773747,"IPM - Air",2
76,"IPM",32.2408763426897,"IPM - Air",1
77,"Air",-11.5117767931848,"IPM - Air",2
77,"IPM",4.61622838589628,"IPM - Air",1
78,"Air",-3.99336157819294,"IPM - Air",2
78,"IPM",10.2159172863655,"IPM - Air",1
79,"Air",6.76271325494148,"IPM - Air",2
79,"IPM",22.9597489712114,"IPM - Air",1
80,"Air",14.8053617432809,"IPM - Air",2
80,"IPM",27.6877763284025,"IPM - Air",1
81,"Air",10.3971483742967,"IPM - Air",2
81,"IPM",11.6021019145167,"IPM - Air",1
82,"Air",-3.17860126863335,"IPM - Air",2
82,"IPM",20.5102423774042,"IPM - Air",1
83,"Air",-6.54973019480374,"IPM - Air",2
83,"IPM",-5.54163189966044,"IPM - Air",1
84,"Air",3.20198973187739,"IPM - Air",2
84,"IPM",26.800867570143,"IPM - Air",1
85,"Air",-3.45454360588004,"IPM - Air",2
85,"IPM",15.4889060755436,"IPM - Air",1
86,"Air",-0.179162421430627,"IPM - Air",2
86,"IPM",0.425088582672873,"IPM - Air",1
87,"Air",-3.04072576803509,"IPM - Air",2
87,"IPM",18.573424769916,"IPM - Air",1
88,"Air",-10.0806585326119,"IPM - Air",2
88,"IPM",2.65972412180702,"IPM - Air",1
89,"Air",7.16250950144248,"IPM - Air",2
89,"IPM",24.6641711921508,"IPM - Air",1
90,"Air",2.60506961156817,"IPM - Air",2
90,"IPM",34.1308086951758,"IPM - Air",1
91,"Air",6.04271732225383,"IPM - Air",2
91,"IPM",19.1637040290438,"IPM - Air",1
92,"Air",5.35541375094048,"IPM - Air",2
92,"IPM",26.7415212048961,"IPM - Air",1
93,"Air",0.167803441283418,"IPM - Air",2
93,"IPM",16.9588502438537,"IPM - Air",1
94,"Air",3.89848754595432,"IPM - Air",2
94,"IPM",17.2546971674011,"IPM - Air",1
95,"Air",-0.478965369678873,"IPM - Air",2
95,"IPM",24.8925912351327,"IPM - Air",1
96,"Air",9.69445319359459,"IPM - Air",2
96,"IPM",22.5267683521185,"IPM - Air",1
97,"Air",15.3824229402897,"IPM - Air",2
97,"IPM",37.109484784821,"IPM - Air",1
98,"Air",-9.44287591815087,"IPM - Air",2
98,"IPM",14.3142326805669,"IPM - Air",1
99,"Air",6.1637716567414,"IPM - Air",2
99,"IPM",17.6524763288701,"IPM - Air",1
100,"Air",3.16829996999075,"IPM - Air",2
100,"IPM",8.40329996952066,"IPM - Air",1
101,"Air",9.02066315510454,"IPM - Air",2
101,"IPM",24.1124533080224,"IPM - Air",1
102,"Air",2.45010591099546,"IPM - Air",2
102,"IPM",22.6100304771134,"IPM - Air",1
103,"Air",7.90907202111455,"IPM - Air",2
103,"IPM",16.6618351885287,"IPM - Air",1
104,"Air",1.67346783532517,"IPM - Air",2
104,"IPM",20.8991765271373,"IPM - Air",1
105,"Air",-2.46458496947897,"IPM - Air",2
105,"IPM",23.2600857989261,"IPM - Air",1
106,"Air",3.18588983179077,"IPM - Air",2
106,"IPM",16.533114535327,"IPM - Air",1
107,"Air",-0.888215583624977,"IPM - Air",2
107,"IPM",4.49297071261047,"IPM - Air",1
108,"Air",10.5199471156062,"IPM - Air",2
108,"IPM",13.1860257277765,"IPM - Air",1
109,"Air",-3.24397061521107,"IPM - Air",2
109,"IPM",31.7624831816173,"IPM - Air",1
110,"Air",6.06596668374419,"IPM - Air",2
110,"IPM",20.3648002318254,"IPM - Air",1
111,"Air",-0.209183774484368,"IPM - Air",2
111,"IPM",25.7057809632869,"IPM - Air",1
112,"Air",8.5151060366803,"IPM - Air",2
112,"IPM",9.63839160747373,"IPM - Air",1
113,"Air",-0.7080494628289,"IPM - Air",2
113,"IPM",21.3801383870609,"IPM - Air",1
114,"Air",4.19798507509404,"IPM - Air",2
114,"IPM",5.10307980052238,"IPM - Air",1
115,"Air",4.78682682450689,"IPM - Air",2
115,"IPM",18.0516987075873,"IPM - Air",1
116,"Air",3.58013834073122,"IPM - Air",2
116,"IPM",29.7358338219786,"IPM - Air",1
117,"Air",-4.89029047196654,"IPM - Air",2
117,"IPM",11.1347679553569,"IPM - Air",1
118,"Air",-6.98516910398554,"IPM - Air",2
118,"IPM",2.05065180025827,"IPM - Air",1
119,"Air",0.103808266705822,"IPM - Air",2
119,"IPM",15.0947049934746,"IPM - Air",1
120,"Air",0.396644737890032,"IPM - Air",2
120,"IPM",18.9055777072831,"IPM - Air",1
121,"Air",6.41708301467582,"IPM - Air",2
121,"IPM",27.4040015915133,"IPM - Air",1
122,"Air",-2.54828616187361,"IPM - Air",2
122,"IPM",2.77581893352416,"IPM - Air",1
123,"Air",8.24636770377201,"IPM - Air",2
123,"IPM",19.0049984157009,"IPM - Air",1
124,"Air",-4.51955887646506,"IPM - Air",2
124,"IPM",20.5604621764951,"IPM - Air",1
125,"Air",2.322571031869,"IPM - Air",2
125,"IPM",28.3339232910185,"IPM - Air",1
